Sensor 1 position, angle , timestamp, and quality in inches, degrees and seconds, respectively

 x            y            z            a            e            r            timestamp          quality
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.66910000 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.67400000 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.67880010 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.68370010 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.68849990 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.69339990 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.69829990 +6864
+28.53369141 -1.03271484 +10.54687500 +155.61035156 +35.04638672 +13.75488281 +1489583515.70310000 +6864
+28.53369141 -1.03271484 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.70799990 +6864
+28.53369141 -1.03271484 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.71289990 +6868
+28.53369141 -1.03710938 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.71770000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.72260000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.72750000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.73230000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.58837891 +35.04638672 +13.75488281 +1489583515.73720000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.56640625 +35.04638672 +13.75488281 +1489583515.74210000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.56640625 +35.04638672 +13.75488281 +1489583515.74690010 +6868
+28.53369141 -1.03710938 +10.54687500 +155.56640625 +35.04638672 +13.75488281 +1489583515.75180010 +6868
+28.53369141 -1.03710938 +10.54687500 +155.56640625 +35.04638672 +13.75488281 +1489583515.75670000 +6868
+28.53369141 -1.03710938 +10.54687500 +155.56640625 +35.04638672 +13.75488281 +1489583515.76149990 +6868
