Sensor 2 position, angle , timestamp, and quality in inches, degrees and seconds, respectively

 x            y            z            a            e            r            timestamp          quality
+25.80908203 +6.67089844 +10.62158203 -138.86718750 +30.01464844 -15.09521484 +1489583552.25760010 +6228
+25.80908203 +6.67089844 +10.62158203 -138.86718750 +30.01464844 -15.09521484 +1489583552.26250000 +6228
+25.80908203 +6.67089844 +10.62158203 -138.86718750 +30.01464844 -15.09521484 +1489583552.26740000 +6228
+25.80908203 +6.67089844 +10.62158203 -138.86718750 +30.01464844 -15.09521484 +1489583552.27220010 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.27710010 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.28200010 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.28679990 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.29169990 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.29650000 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.30139990 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.30629990 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.31110000 +6228
+25.80908203 +6.67089844 +10.62597656 -138.86718750 +30.01464844 -15.09521484 +1489583552.31600000 +6228
+25.80908203 +6.67089844 +10.62597656 -138.84521484 +30.01464844 -15.09521484 +1489583552.32090000 +6228
+25.80908203 +6.67089844 +10.62158203 -138.84521484 +30.01464844 -15.09521484 +1489583552.32570000 +6228
+25.80908203 +6.67089844 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.33060000 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.33550000 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.34030010 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.34520010 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.35010000 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.35489990 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.35980010 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.36470010 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.36949990 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.37439990 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.37920000 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.38410000 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.38899990 +6228
+25.80908203 +6.67529297 +10.62158203 -138.84521484 +29.99267578 -15.09521484 +1489583552.39380000 +6228
+25.80908203 +6.67968750 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.39870000 +6228
+25.80908203 +6.67968750 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.40360000 +6228
+25.80908203 +6.67968750 +10.61718750 -138.82324219 +29.99267578 -15.11718750 +1489583552.40840010 +6228
+25.80908203 +6.67968750 +10.61718750 -138.82324219 +29.99267578 -15.11718750 +1489583552.41330000 +6232
+25.80468750 +6.67968750 +10.61718750 -138.82324219 +29.99267578 -15.11718750 +1489583552.41820000 +6232
+25.80468750 +6.67968750 +10.61718750 -138.82324219 +29.99267578 -15.11718750 +1489583552.42300010 +6232
+25.80468750 +6.68408203 +10.61718750 -138.82324219 +29.99267578 -15.11718750 +1489583552.42790010 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.43280010 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.43759990 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.44250010 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.44740010 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.45219990 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.45709990 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.46190000 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.46680000 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.47170000 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.11718750 +1489583552.47650000 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.13916016 +1489583552.48140000 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.13916016 +1489583552.48630000 +6232
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.13916016 +1489583552.49110010 +6236
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.13916016 +1489583552.49600010 +6236
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.13916016 +1489583552.50090000 +6236
+25.80468750 +6.68408203 +10.62158203 -138.82324219 +29.99267578 -15.13916016 +1489583552.50570010 +6236
+25.80468750 +6.68408203 +10.62158203 -138.80126953 +29.99267578 -15.13916016 +1489583552.51060010 +6236
+25.80468750 +6.68408203 +10.62597656 -138.80126953 +29.99267578 -15.13916016 +1489583552.51550010 +6236
+25.80468750 +6.68408203 +10.62597656 -138.80126953 +29.99267578 -15.13916016 +1489583552.52029990 +6236
+25.80468750 +6.68408203 +10.62597656 -138.80126953 +29.99267578 -15.13916016 +1489583552.52519990 +6236
+25.80029297 +6.68408203 +10.62597656 -138.80126953 +30.01464844 -15.13916016 +1489583552.53010010 +6236
+25.80029297 +6.68408203 +10.62597656 -138.80126953 +30.01464844 -15.13916016 +1489583552.53490000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.13916016 +1489583552.53979990 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.13916016 +1489583552.54469990 +6236
+25.80029297 +6.68408203 +10.63037109 -138.82324219 +30.01464844 -15.13916016 +1489583552.54950000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.82324219 +30.01464844 -15.13916016 +1489583552.55440000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.55920000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.56410000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.56900000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.57380010 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.57870010 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.58360000 +6236
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.58839990 +6240
+25.80029297 +6.68408203 +10.63037109 -138.80126953 +30.01464844 -15.16113281 +1489583552.59330010 +6240
+25.80029297 +6.68408203 +10.63476563 -138.80126953 +30.03662109 -15.16113281 +1489583552.59820010 +6240
+25.80029297 +6.68408203 +10.63476563 -138.80126953 +30.03662109 -15.16113281 +1489583552.60299990 +6240
+25.80029297 +6.67968750 +10.63476563 -138.80126953 +30.03662109 -15.16113281 +1489583552.60789990 +6240
+25.80029297 +6.67968750 +10.63476563 -138.80126953 +30.03662109 -15.16113281 +1489583552.61279990 +6240
+25.80029297 +6.67968750 +10.63476563 -138.82324219 +30.03662109 -15.16113281 +1489583552.61760000 +6240
+25.80029297 +6.67968750 +10.63476563 -138.82324219 +30.03662109 -15.18310547 +1489583552.62249990 +6240
+25.80029297 +6.67968750 +10.63476563 -138.82324219 +30.03662109 -15.18310547 +1489583552.62739990 +6240
+25.80029297 +6.67968750 +10.63476563 -138.82324219 +30.03662109 -15.18310547 +1489583552.63220000 +6240
+25.80029297 +6.67968750 +10.63476563 -138.82324219 +30.03662109 -15.18310547 +1489583552.63710000 +6240
+25.80029297 +6.67968750 +10.63476563 -138.82324219 +30.03662109 -15.18310547 +1489583552.64190010 +6240
+25.79589844 +6.67968750 +10.63476563 -138.82324219 +30.05859375 -15.18310547 +1489583552.64680000 +6240
+25.79589844 +6.67968750 +10.63476563 -138.82324219 +30.05859375 -15.18310547 +1489583552.65170000 +6240
+25.79589844 +6.67968750 +10.63476563 -138.82324219 +30.05859375 -15.18310547 +1489583552.65650010 +6240
+25.79589844 +6.67968750 +10.63476563 -138.82324219 +30.05859375 -15.18310547 +1489583552.66140010 +6240
+25.79589844 +6.67968750 +10.63476563 -138.82324219 +30.05859375 -15.18310547 +1489583552.66630010 +6240
+25.79589844 +6.67968750 +10.63476563 -138.80126953 +30.05859375 -15.18310547 +1489583552.67109990 +6240
+25.79589844 +6.67968750 +10.63476563 -138.80126953 +30.08056641 -15.18310547 +1489583552.67600010 +6240
+25.79589844 +6.67968750 +10.63916016 -138.80126953 +30.08056641 -15.18310547 +1489583552.68090010 +6240
+25.79589844 +6.67968750 +10.63916016 -138.80126953 +30.08056641 -15.18310547 +1489583552.68569990 +6240
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.08056641 -15.18310547 +1489583552.69059990 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.18310547 +1489583552.69549990 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.18310547 +1489583552.70030000 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.18310547 +1489583552.70520000 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.18310547 +1489583552.71009990 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.18310547 +1489583552.71490000 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.18310547 +1489583552.71980000 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.16113281 +1489583552.72470000 +6244
+25.79589844 +6.67529297 +10.63916016 -138.82324219 +30.10253906 -15.16113281 +1489583552.72950010 +6244
+25.79589844 +6.67529297 +10.63916016 -138.80126953 +30.10253906 -15.16113281 +1489583552.73440000 +6244
+25.79589844 +6.67529297 +10.63916016 -138.80126953 +30.10253906 -15.16113281 +1489583552.73920010 +6244
+25.79589844 +6.67529297 +10.63916016 -138.80126953 +30.12451172 -15.16113281 +1489583552.74410010 +6244
+25.79150391 +6.67529297 +10.64355469 -138.80126953 +30.12451172 -15.16113281 +1489583552.74900010 +6244
+25.79150391 +6.67529297 +10.64355469 -138.80126953 +30.12451172 -15.13916016 +1489583552.75379990 +6244
+25.79150391 +6.67089844 +10.64355469 -138.80126953 +30.12451172 -15.13916016 +1489583552.75869990 +6244
+25.79150391 +6.67089844 +10.64355469 -138.80126953 +30.12451172 -15.13916016 +1489583552.76360010 +6244
+25.79150391 +6.67089844 +10.64355469 -138.80126953 +30.12451172 -15.13916016 +1489583552.76840000 +6244
+25.79150391 +6.67089844 +10.64355469 -138.80126953 +30.12451172 -15.13916016 +1489583552.77329990 +6244
+25.79589844 +6.67089844 +10.64355469 -138.82324219 +30.12451172 -15.13916016 +1489583552.77819990 +6244
+25.79589844 +6.67089844 +10.63916016 -138.82324219 +30.12451172 -15.13916016 +1489583552.78300000 +6244
+25.79589844 +6.67089844 +10.63916016 -138.82324219 +30.12451172 -15.13916016 +1489583552.78790000 +6244
+25.79589844 +6.67089844 +10.63916016 -138.82324219 +30.12451172 -15.11718750 +1489583552.79279990 +6244
+25.79589844 +6.67089844 +10.63916016 -138.82324219 +30.12451172 -15.11718750 +1489583552.79760000 +6244
+25.79589844 +6.67089844 +10.63916016 -138.80126953 +30.12451172 -15.11718750 +1489583552.80250000 +6244
+25.79589844 +6.67089844 +10.63916016 -138.80126953 +30.12451172 -15.11718750 +1489583552.80740000 +6244
+25.79150391 +6.67089844 +10.63916016 -138.80126953 +30.12451172 -15.11718750 +1489583552.81220010 +6244
+25.79150391 +6.67089844 +10.63916016 -138.80126953 +30.12451172 -15.09521484 +1489583552.81710000 +6244
+25.79150391 +6.67089844 +10.63916016 -138.80126953 +30.14648438 -15.09521484 +1489583552.82189990 +6244
+25.79150391 +6.67089844 +10.63916016 -138.80126953 +30.14648438 -15.09521484 +1489583552.82680010 +6244
+25.79150391 +6.67089844 +10.63916016 -138.80126953 +30.14648438 -15.09521484 +1489583552.83170010 +6244
+25.79150391 +6.67089844 +10.63916016 -138.82324219 +30.14648438 -15.09521484 +1489583552.83649990 +6244
+25.79150391 +6.67089844 +10.63916016 -138.82324219 +30.14648438 -15.09521484 +1489583552.84139990 +6244
+25.79150391 +6.67089844 +10.63916016 -138.82324219 +30.14648438 -15.09521484 +1489583552.84629990 +6244
+25.79150391 +6.67089844 +10.63916016 -138.82324219 +30.14648438 -15.07324219 +1489583552.85110000 +6244
+25.79150391 +6.67089844 +10.63916016 -138.82324219 +30.14648438 -15.07324219 +1489583552.85599990 +6244
+25.79150391 +6.66650391 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.86089990 +6244
+25.79150391 +6.66650391 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.86570000 +6244
+25.79589844 +6.66650391 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.87060000 +6244
+25.79589844 +6.66650391 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.87550000 +6244
+25.79589844 +6.66650391 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.88030000 +6244
+25.79589844 +6.67089844 +10.63476563 -138.84521484 +30.12451172 -15.07324219 +1489583552.88520000 +6244
+25.79589844 +6.67089844 +10.63476563 -138.84521484 +30.14648438 -15.07324219 +1489583552.89010000 +6244
+25.79589844 +6.67089844 +10.63476563 -138.84521484 +30.14648438 -15.07324219 +1489583552.89490010 +6244
+25.79150391 +6.67089844 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.89980010 +6244
+25.79150391 +6.67089844 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.90470000 +6244
+25.79150391 +6.67089844 +10.63916016 -138.84521484 +30.14648438 -15.07324219 +1489583552.90949990 +6244
+25.79150391 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.91440010 +6244
+25.79150391 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.91919990 +6244
+25.79589844 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.92409990 +6244
+25.79589844 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.92899990 +6244
+25.79589844 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.93380000 +6244
+25.79589844 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.93870000 +6244
+25.79589844 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.94359990 +6244
+25.79589844 +6.66650391 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.94840000 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.95330000 +6240
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.14648438 -15.07324219 +1489583552.95820000 +6240
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.14648438 -15.07324219 +1489583552.96300010 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.12451172 -15.07324219 +1489583552.96790000 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.97280000 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.97760010 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.98250010 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.98740010 +6240
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.14648438 -15.07324219 +1489583552.99219990 +6240
+25.79589844 +6.67089844 +10.63916016 -138.88916016 +30.14648438 -15.07324219 +1489583552.99710010 +6240
+25.79589844 +6.67089844 +10.63916016 -138.88916016 +30.12451172 -15.07324219 +1489583553.00190000 +6240
+25.79589844 +6.67089844 +10.63476563 -138.88916016 +30.12451172 -15.07324219 +1489583553.00679990 +6240
+25.79589844 +6.67089844 +10.63476563 -138.88916016 +30.12451172 -15.07324219 +1489583553.01169990 +6240
+25.79589844 +6.67529297 +10.63476563 -138.88916016 +30.12451172 -15.07324219 +1489583553.01650000 +6240
+25.79589844 +6.67529297 +10.63476563 -138.88916016 +30.12451172 -15.07324219 +1489583553.02140000 +6240
+25.79589844 +6.67529297 +10.63476563 -138.88916016 +30.12451172 -15.07324219 +1489583553.02630000 +6240
+25.79589844 +6.67529297 +10.63476563 -138.88916016 +30.12451172 -15.07324219 +1489583553.03110000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.12451172 -15.07324219 +1489583553.03600000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.12451172 -15.07324219 +1489583553.04090000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.04570010 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.05060010 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.05550000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.06030010 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.06520010 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.07010010 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.07489990 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.07979990 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.08470010 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.08950000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.09439990 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.09920000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.10410000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.10900000 +6240
+25.79589844 +6.67529297 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.11380000 +6236
+25.79589844 +6.67968750 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.11870000 +6236
+25.79589844 +6.67968750 +10.63037109 -138.88916016 +30.10253906 -15.07324219 +1489583553.12360000 +6236
+25.79589844 +6.67968750 +10.63037109 -138.86718750 +30.10253906 -15.07324219 +1489583553.12840010 +6236
+25.79589844 +6.67968750 +10.63037109 -138.86718750 +30.10253906 -15.07324219 +1489583553.13330010 +6236
+25.79589844 +6.67968750 +10.63037109 -138.86718750 +30.10253906 -15.07324219 +1489583553.13820000 +6236
+25.79589844 +6.67968750 +10.63037109 -138.86718750 +30.10253906 -15.07324219 +1489583553.14299990 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.14790010 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.15280010 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.15759990 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.16249990 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.16739990 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.17220000 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.17709990 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.07324219 +1489583553.18190000 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.18680000 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.19170000 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.19650010 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.20140000 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.20630000 +6236
+25.79589844 +6.67968750 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.21110010 +6236
+25.79589844 +6.67968750 +10.63476563 -138.84521484 +30.10253906 -15.05126953 +1489583553.21600010 +6236
+25.79589844 +6.67968750 +10.63476563 -138.84521484 +30.10253906 -15.05126953 +1489583553.22090010 +6236
+25.79589844 +6.67968750 +10.63916016 -138.84521484 +30.10253906 -15.05126953 +1489583553.22569990 +6236
+25.79589844 +6.67968750 +10.63916016 -138.84521484 +30.10253906 -15.05126953 +1489583553.23060010 +6236
+25.79589844 +6.67968750 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.23550010 +6236
+25.79589844 +6.67968750 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.24029990 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.24519990 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.25009990 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.25490000 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.25980000 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.26460000 +6236
+25.79589844 +6.67529297 +10.63476563 -138.86718750 +30.10253906 -15.05126953 +1489583553.26950000 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.27440000 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.27920010 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.28410010 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.28900000 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.29380010 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.29870010 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.30360010 +6236
+25.79589844 +6.67529297 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.30839990 +6236
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.31329990 +6236
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.31820010 +6236
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.32300000 +6236
+25.79589844 +6.67089844 +10.63916016 -138.86718750 +30.10253906 -15.05126953 +1489583553.32789990 +6236
+25.79589844 +6.67089844 +10.63916016 -138.88916016 +30.10253906 -15.05126953 +1489583553.33279990 +6236
+25.79589844 +6.67089844 +10.63916016 -138.88916016 +30.10253906 -15.05126953 +1489583553.33760000 +6236
+25.79589844 +6.67089844 +10.63476563 -138.88916016 +30.10253906 -15.05126953 +1489583553.34250000 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.34740000 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.35220000 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.35710000 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.36190010 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.36680010 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.37170000 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.37649990 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.38140010 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.38630010 +6236
+25.79589844 +6.67089844 +10.63476563 -138.86718750 +30.08056641 -15.05126953 +1489583553.39109990 +6240
+25.80029297 +6.67089844 +10.63476563 -138.88916016 +30.08056641 -15.05126953 +1489583553.39599990 +6240
+25.80029297 +6.67089844 +10.63476563 -138.88916016 +30.08056641 -15.05126953 +1489583553.40089990 +6240
+25.80029297 +6.67089844 +10.63037109 -138.88916016 +30.08056641 -15.05126953 +1489583553.40570000 +6240
+25.80029297 +6.67089844 +10.63037109 -138.88916016 +30.05859375 -15.05126953 +1489583553.41059990 +6240
+25.80029297 +6.67089844 +10.63037109 -138.88916016 +30.05859375 -15.05126953 +1489583553.41549990 +6240
+25.80029297 +6.67089844 +10.62597656 -138.88916016 +30.05859375 -15.07324219 +1489583553.42030000 +6240
+25.80029297 +6.67089844 +10.62597656 -138.88916016 +30.05859375 -15.07324219 +1489583553.42520000 +6240
+25.80029297 +6.67089844 +10.62597656 -138.88916016 +30.05859375 -15.07324219 +1489583553.43010000 +6240
+25.80029297 +6.67089844 +10.62597656 -138.88916016 +30.05859375 -15.07324219 +1489583553.43490000 +6240
+25.80029297 +6.67089844 +10.62597656 -138.86718750 +30.05859375 -15.07324219 +1489583553.43980000 +6240
+25.80029297 +6.67089844 +10.62597656 -138.86718750 +30.03662109 -15.07324219 +1489583553.44460010 +6240
+25.80029297 +6.67089844 +10.62597656 -138.86718750 +30.03662109 -15.07324219 +1489583553.44950010 +6240
+25.80029297 +6.67089844 +10.62597656 -138.86718750 +30.03662109 -15.07324219 +1489583553.45440010 +6240
+25.80029297 +6.67089844 +10.62597656 -138.88916016 +30.03662109 -15.07324219 +1489583553.45919990 +6240
