Sensor 2 position, angle , timestamp, and quality in inches, degrees and seconds, respectively

 x            y            z            a            e            r            timestamp          quality
+35.99560547 +17.47265625 +12.16845703 +89.07714844 -2.83447266 -9.55810547 +1489583515.66910000 +16272
+35.99560547 +17.46826172 +12.15966797 +88.98925781 -2.85644531 -9.49218750 +1489583515.67400000 +16232
+35.99560547 +17.48144531 +12.15966797 +88.94531250 -2.85644531 -9.44824219 +1489583515.67880010 +16188
+35.99560547 +17.51660156 +12.17285156 +88.94531250 -2.85644531 -9.44824219 +1489583515.68370010 +16140
+35.99560547 +17.56933594 +12.19921875 +88.98925781 -2.87841797 -9.47021484 +1489583515.68849990 +16092
+35.99560547 +17.63964844 +12.23876953 +89.03320313 -2.90039063 -9.51416016 +1489583515.69339990 +16036
+35.99560547 +17.69677734 +12.28710938 +89.07714844 -2.94433594 -9.55810547 +1489583515.69829990 +15976
+35.99560547 +17.74511719 +12.33544922 +89.09912109 -2.98828125 -9.62402344 +1489583515.70310000 +15912
+35.99560547 +17.75390625 +12.38378906 +89.01123047 -3.05419922 -9.66796875 +1489583515.70799990 +15848
+35.99560547 +17.72753906 +12.41894531 +88.90136719 -3.12011719 -9.68994141 +1489583515.71289990 +15780
+35.99560547 +17.66601563 +12.42773438 +88.70361328 -3.16406250 -9.68994141 +1489583515.71770000 +15716
+35.99560547 +17.61328125 +12.43212891 +88.59375000 -3.18603516 -9.71191406 +1489583515.72260000 +15656
+35.99560547 +17.56054688 +12.42773438 +88.43994141 -3.18603516 -9.71191406 +1489583515.72750000 +15596
+35.99560547 +17.50781250 +12.41894531 +88.28613281 -3.16406250 -9.68994141 +1489583515.73230000 +15536
+35.99560547 +17.47265625 +12.41015625 +88.17626953 -3.16406250 -9.68994141 +1489583515.73720000 +15480
+35.99560547 +17.44189453 +12.40136719 +88.08837891 -3.16406250 -9.66796875 +1489583515.74210000 +15424
+35.99560547 +17.41552734 +12.39257813 +88.00048828 -3.16406250 -9.66796875 +1489583515.74690010 +15372
+35.99560547 +17.39794922 +12.38818359 +87.93457031 -3.14208984 -9.66796875 +1489583515.75180010 +15320
+35.99560547 +17.38037109 +12.38378906 +87.86865234 -3.14208984 -9.66796875 +1489583515.75670000 +15268
+35.99560547 +17.36718750 +12.37939453 +87.82470703 -3.14208984 -9.66796875 +1489583515.76149990 +15220
+35.99560547 +17.35839844 +12.37500000 +87.78076172 -3.12011719 -9.68994141 +1489583515.76640010 +15176
+35.99560547 +17.34082031 +12.37500000 +87.71484375 -3.12011719 -9.68994141 +1489583515.77119990 +15132
+35.99560547 +17.32763672 +12.37500000 +87.67089844 -3.12011719 -9.68994141 +1489583515.77609990 +15088
+35.99560547 +17.31884766 +12.37939453 +87.64892578 -3.12011719 -9.71191406 +1489583515.78099990 +15048
+35.99560547 +17.31884766 +12.39257813 +87.62695313 -3.14208984 -9.73388672 +1489583515.78580000 +15008
+35.99560547 +17.32763672 +12.40576172 +87.64892578 -3.14208984 -9.75585938 +1489583515.79070000 +14972
+35.99560547 +17.33203125 +12.41894531 +87.64892578 -3.16406250 -9.77783203 +1489583515.79559990 +14932
+35.99560547 +17.33642578 +12.42333984 +87.62695313 -3.16406250 -9.77783203 +1489583515.80040000 +14896
+35.99560547 +17.34082031 +12.42773438 +87.62695313 -3.18603516 -9.77783203 +1489583515.80530000 +14856
+35.99560547 +17.34082031 +12.42773438 +87.60498047 -3.18603516 -9.77783203 +1489583515.81020000 +14820
+35.99560547 +17.33642578 +12.42333984 +87.60498047 -3.18603516 -9.75585938 +1489583515.81500010 +14784
+35.99560547 +17.33642578 +12.41455078 +87.58300781 -3.18603516 -9.73388672 +1489583515.81990000 +14752
+35.99560547 +17.33642578 +12.40136719 +87.56103516 -3.18603516 -9.71191406 +1489583515.82480000 +14720
+35.99560547 +17.34082031 +12.38378906 +87.56103516 -3.18603516 -9.68994141 +1489583515.82960010 +14688
+35.99560547 +17.34082031 +12.37060547 +87.53906250 -3.18603516 -9.64599609 +1489583515.83450010 +14660
+35.99560547 +17.34960938 +12.35742188 +87.53906250 -3.18603516 -9.62402344 +1489583515.83940010 +14632
+35.99560547 +17.35839844 +12.34863281 +87.53906250 -3.18603516 -9.60205078 +1489583515.84419990 +14604
+35.99560547 +17.36718750 +12.34863281 +87.56103516 -3.18603516 -9.58007813 +1489583515.84910010 +14576
+35.99560547 +17.38037109 +12.34863281 +87.56103516 -3.18603516 -9.58007813 +1489583515.85400010 +14552
+35.99560547 +17.39355469 +12.35302734 +87.58300781 -3.20800781 -9.58007813 +1489583515.85879990 +14528
+35.99560547 +17.39794922 +12.35742188 +87.56103516 -3.20800781 -9.58007813 +1489583515.86369990 +14504
+35.99560547 +17.39794922 +12.36621094 +87.56103516 -3.22998047 -9.58007813 +1489583515.86850000 +14480
+35.99560547 +17.39355469 +12.37060547 +87.51708984 -3.25195313 -9.58007813 +1489583515.87340000 +14456
+35.99560547 +17.38037109 +12.37500000 +87.49511719 -3.27392578 -9.58007813 +1489583515.87830000 +14432
+35.99560547 +17.36718750 +12.37939453 +87.42919922 -3.27392578 -9.55810547 +1489583515.88310000 +14408
+35.99560547 +17.35400391 +12.37939453 +87.38525391 -3.29589844 -9.55810547 +1489583515.88800000 +14384
+35.99560547 +17.34521484 +12.37500000 +87.34130859 -3.29589844 -9.53613281 +1489583515.89290000 +14360
+35.99560547 +17.32763672 +12.36181641 +87.27539063 -3.31787109 -9.49218750 +1489583515.89770010 +14340
+35.99560547 +17.30126953 +12.33984375 +87.18750000 -3.31787109 -9.44824219 +1489583515.90260000 +14316
+35.99560547 +17.26611328 +12.31787109 +87.07763672 -3.31787109 -9.40429688 +1489583515.90750000 +14296
+35.99560547 +17.23974609 +12.30908203 +87.01171875 -3.33984375 -9.38232422 +1489583515.91230010 +14276
+35.99560547 +17.21777344 +12.30029297 +86.94580078 -3.31787109 -9.36035156 +1489583515.91720010 +14260
+35.99560547 +17.20019531 +12.29589844 +86.87988281 -3.31787109 -9.36035156 +1489583515.92210010 +14240
+35.99560547 +17.17822266 +12.29589844 +86.83593750 -3.31787109 -9.36035156 +1489583515.92689990 +14224
+35.99560547 +17.16064453 +12.29589844 +86.77001953 -3.33984375 -9.36035156 +1489583515.93179990 +14208
+35.99560547 +17.13867188 +12.29589844 +86.72607422 -3.33984375 -9.36035156 +1489583515.93670010 +14196
+35.99560547 +17.11230469 +12.29589844 +86.66015625 -3.33984375 -9.36035156 +1489583515.94149990 +14180
+35.99560547 +17.08593750 +12.30029297 +86.59423828 -3.36181641 -9.36035156 +1489583515.94639990 +14168
+35.99560547 +17.05957031 +12.30029297 +86.52832031 -3.36181641 -9.36035156 +1489583515.95120000 +14156
+35.99560547 +17.03320313 +12.30468750 +86.46240234 -3.38378906 -9.36035156 +1489583515.95610000 +14140
+35.99560547 +17.01123047 +12.30908203 +86.39648438 -3.38378906 -9.36035156 +1489583515.96100000 +14128
+35.99560547 +16.98925781 +12.30908203 +86.35253906 -3.38378906 -9.36035156 +1489583515.96580000 +14116
+35.99560547 +16.97167969 +12.30029297 +86.30859375 -3.36181641 -9.36035156 +1489583515.97070000 +14104
+35.99560547 +16.94970703 +12.29150391 +86.26464844 -3.36181641 -9.33837891 +1489583515.97560000 +14092
+35.99560547 +16.93212891 +12.27832031 +86.22070313 -3.33984375 -9.33837891 +1489583515.98040010 +14080
+35.99560547 +16.91455078 +12.26513672 +86.19873047 -3.31787109 -9.31640625 +1489583515.98530010 +14068
+35.99560547 +16.89697266 +12.24755859 +86.15478516 -3.29589844 -9.29443359 +1489583515.99020000 +14056
+35.99560547 +16.87939453 +12.23437500 +86.11083984 -3.27392578 -9.27246094 +1489583515.99499990 +14048
+35.99560547 +16.86621094 +12.21679688 +86.08886719 -3.27392578 -9.25048828 +1489583517.44102310 +14040
+35.99560547 +16.85742188 +12.20800781 +86.08886719 -3.27392578 -9.22851563 +1489583516.00480010 +14036
+35.99560547 +16.85302734 +12.20361328 +86.08886719 -3.25195313 -9.22851563 +1489583516.00959990 +14032
+35.99560547 +16.84863281 +12.19921875 +86.08886719 -3.25195313 -9.22851563 +1489583516.01449990 +14028
+35.99560547 +16.83984375 +12.20361328 +86.06689453 -3.25195313 -9.25048828 +1489583516.01939990 +14024
+35.99560547 +16.83105469 +12.20361328 +86.06689453 -3.25195313 -9.25048828 +1489583516.02420000 +14020
+35.99560547 +16.81347656 +12.20361328 +86.04492188 -3.25195313 -9.25048828 +1489583516.02909990 +14020
+35.99560547 +16.79589844 +12.20361328 +86.02294922 -3.22998047 -9.27246094 +1489583516.03390000 +14016
+35.99560547 +16.78271484 +12.19921875 +86.00097656 -3.22998047 -9.27246094 +1489583516.03880000 +14016
+35.99560547 +16.76513672 +12.19482422 +85.97900391 -3.22998047 -9.27246094 +1489583516.04370000 +14016
+35.99560547 +16.75195313 +12.18603516 +85.95703125 -3.20800781 -9.25048828 +1489583516.04850010 +14016
+35.99560547 +16.73876953 +12.17285156 +85.95703125 -3.20800781 -9.25048828 +1489583516.05340000 +14020
+35.99560547 +16.72998047 +12.16406250 +85.95703125 -3.18603516 -9.22851563 +1489583516.05830000 +14020
+35.99560547 +16.72558594 +12.15527344 +85.93505859 -3.18603516 -9.22851563 +1489583516.06310010 +14020
+35.99560547 +16.72558594 +12.15087891 +85.93505859 -3.16406250 -9.22851563 +1489583516.06800010 +14024
+35.99560547 +16.72558594 +12.14648438 +85.93505859 -3.14208984 -9.22851563 +1489583516.07290010 +14024
+35.99560547 +16.72558594 +12.14648438 +85.93505859 -3.14208984 -9.22851563 +1489583516.07769990 +14028
+35.99560547 +16.72119141 +12.15087891 +85.95703125 -3.12011719 -9.25048828 +1489583516.08260010 +14028
+35.99560547 +16.72119141 +12.15527344 +85.95703125 -3.12011719 -9.27246094 +1489583516.08750010 +14028
+35.99560547 +16.71679688 +12.16845703 +85.95703125 -3.14208984 -9.29443359 +1489583516.09229990 +14032
+35.99560547 +16.70800781 +12.17724609 +85.95703125 -3.14208984 -9.31640625 +1489583516.09719990 +14032
+35.99560547 +16.70361328 +12.18603516 +85.95703125 -3.14208984 -9.33837891 +1489583516.10209990 +14036
+35.99560547 +16.69482422 +12.19482422 +85.95703125 -3.14208984 -9.36035156 +1489583516.10690000 +14036
+35.99560547 +16.68603516 +12.20361328 +85.93505859 -3.14208984 -9.38232422 +1489583516.11180000 +14040
+35.99560547 +16.68164063 +12.20800781 +85.93505859 -3.14208984 -9.38232422 +1489583516.11669990 +14040
+35.99560547 +16.67285156 +12.21240234 +85.91308594 -3.14208984 -9.40429688 +1489583516.12150000 +14040
+35.99560547 +16.66406250 +12.21679688 +85.91308594 -3.14208984 -9.40429688 +1489583516.12640000 +14036
+35.99560547 +16.65966797 +12.22119141 +85.91308594 -3.14208984 -9.42626953 +1489583516.13120010 +14032
+35.99560547 +16.65966797 +12.22558594 +85.91308594 -3.14208984 -9.44824219 +1489583516.13610010 +14032
+35.99560547 +16.65966797 +12.22558594 +85.91308594 -3.12011719 -9.44824219 +1489583516.14100000 +14028
+35.99560547 +16.66406250 +12.22558594 +85.93505859 -3.09814453 -9.47021484 +1489583516.14580010 +14024
+35.99560547 +16.66406250 +12.22558594 +85.93505859 -3.09814453 -9.47021484 +1489583516.15070010 +14020
+35.99560547 +16.65966797 +12.22558594 +85.93505859 -3.07617188 -9.47021484 +1489583516.15560010 +14012
+35.99560547 +16.65966797 +12.22998047 +85.95703125 -3.07617188 -9.49218750 +1489583516.16039990 +14008
+35.99560547 +16.65966797 +12.23876953 +85.95703125 -3.07617188 -9.49218750 +1489583516.16529990 +14004
+35.99560547 +16.65966797 +12.24755859 +85.97900391 -3.07617188 -9.51416016 +1489583516.17020010 +14000
+35.99560547 +16.66406250 +12.25634766 +85.97900391 -3.07617188 -9.55810547 +1489583516.17500000 +13992
+35.99560547 +16.65966797 +12.26953125 +85.97900391 -3.07617188 -9.58007813 +1489583516.17989990 +13984
+35.99560547 +16.65527344 +12.28271484 +85.97900391 -3.07617188 -9.60205078 +1489583516.18479990 +13980
+35.99560547 +16.64208984 +12.29150391 +85.95703125 -3.07617188 -9.62402344 +1489583516.18960000 +13972
+35.99560547 +16.62890625 +12.29589844 +85.93505859 -3.07617188 -9.64599609 +1489583516.19450000 +13964
+35.99560547 +16.61132813 +12.29589844 +85.91308594 -3.07617188 -9.64599609 +1489583516.19939990 +13952
+35.99560547 +16.58935547 +12.28710938 +85.86914063 -3.05419922 -9.64599609 +1489583516.20420000 +13944
+35.99560547 +16.57617188 +12.27832031 +85.84716797 -3.03222656 -9.62402344 +1489583516.20910000 +13936
+35.99560547 +16.56298828 +12.26513672 +85.82519531 -3.03222656 -9.62402344 +1489583516.21390010 +13924
+35.99560547 +16.55859375 +12.25195313 +85.82519531 -2.98828125 -9.60205078 +1489583516.21880010 +13916
+35.99560547 +16.55859375 +12.23437500 +85.82519531 -2.96630859 -9.60205078 +1489583516.22370000 +13908
+35.99560547 +16.55419922 +12.22119141 +85.82519531 -2.94433594 -9.60205078 +1489583516.22849990 +13896
+35.99560547 +16.55419922 +12.21240234 +85.84716797 -2.92236328 -9.62402344 +1489583516.23340010 +13888
+35.99560547 +16.55419922 +12.21240234 +85.86914063 -2.90039063 -9.64599609 +1489583516.23830010 +13880
+35.99560547 +16.55419922 +12.20800781 +85.89111328 -2.85644531 -9.68994141 +1489583516.24309990 +13868
+35.99560547 +16.54541016 +12.20361328 +85.89111328 -2.83447266 -9.73388672 +1489583516.24799990 +13860
+35.99560547 +16.53222656 +12.19921875 +85.86914063 -2.79052734 -9.77783203 +1489583516.25289990 +13848
+35.99560547 +16.50585938 +12.19042969 +85.84716797 -2.76855469 -9.82177734 +1489583516.25770000 +13836
+35.99560547 +16.46630859 +12.17285156 +85.80322266 -2.70263672 -9.86572266 +1489583516.26259990 +13824
+35.99560547 +16.43554688 +12.15527344 +85.75927734 -2.65869141 -9.93164063 +1489583516.26749990 +13808
+35.99560547 +16.40917969 +12.13330078 +85.73730469 -2.59277344 -9.99755859 +1489583516.27230000 +13792
+35.99560547 +16.38281250 +12.08496094 +85.73730469 -2.48291016 -10.08544922 +1489583516.27720000 +13772
+35.99560547 +16.37402344 +12.03222656 +85.78125000 -2.37304688 -10.17333984 +1489583516.28210000 +13744
+35.99560547 +16.38281250 +11.97949219 +85.86914063 -2.21923828 -10.30517578 +1489583516.28690000 +13716
+35.99560547 +16.40478516 +11.89160156 +86.02294922 -1.97753906 -10.50292969 +1489583516.29180000 +13684
+35.99560547 +16.43994141 +11.79931641 +86.19873047 -1.73583984 -10.67871094 +1489583516.29670000 +13648
+35.99560547 +16.47949219 +11.71582031 +86.39648438 -1.49414063 -10.85449219 +1489583516.30150010 +13612
+35.99560547 +16.56298828 +11.63232422 +86.70410156 -1.18652344 -11.14013672 +1489583516.30640010 +13576
+35.99560547 +16.63769531 +11.56640625 +87.03369141 -0.94482422 -11.42578125 +1489583516.31119990 +13540
+35.99560547 +16.69921875 +11.52246094 +87.36328125 -0.74707031 -11.71142578 +1489583516.31609990 +13504
+35.99560547 +16.76953125 +11.50048828 +87.75878906 -0.57128906 -12.08496094 +1489583516.32100010 +13464
+35.99560547 +16.82666016 +11.50488281 +88.13232422 -0.43945313 -12.48046875 +1489583516.32579990 +13424
+35.99560547 +16.86181641 +11.53564453 +88.41796875 -0.30761719 -12.87597656 +1489583516.33069990 +13376
+35.99560547 +16.87500000 +11.56640625 +88.59375000 -0.17578125 -13.27148438 +1489583516.33559990 +13320
+35.99560547 +16.87060547 +11.60156250 +88.76953125 -0.02197266 -13.66699219 +1489583516.34040000 +13252
+35.99560547 +16.85742188 +11.58837891 +88.90136719 +0.19775391 -13.97460938 +1489583516.34530000 +13180
+35.99560547 +16.82666016 +11.53125000 +89.01123047 +0.46142578 -14.26025391 +1489583516.35019990 +13096
+35.99560547 +16.79589844 +11.44775391 +89.09912109 +0.74707031 -14.45800781 +1489583516.35500000 +13008
+35.99560547 +16.76513672 +11.33789063 +89.20898438 +1.01074219 -14.61181641 +1489583516.35990000 +12916
+35.99560547 +16.75634766 +11.20166016 +89.42871094 +1.29638672 -14.74365234 +1489583516.36480000 +12824
+35.99560547 +16.82226563 +11.06542969 +89.78027344 +1.60400391 -14.89746094 +1489583516.36960010 +12732
+35.99560547 +16.93212891 +10.95556641 +90.21972656 +1.88964844 -15.09521484 +1489583516.37450000 +12644
+35.99560547 +17.10791016 +10.88525391 +90.81298828 +2.21923828 -15.38085938 +1489583516.37940000 +12556
+35.99560547 +17.26611328 +10.83691406 +91.42822266 +2.52685547 -15.71044922 +1489583516.38420010 +12468
+35.99560547 +17.41113281 +10.84130859 +92.02148438 +2.81250000 -16.12792969 +1489583516.38910010 +12380
+35.99560547 +17.52978516 +10.86767578 +92.59277344 +3.12011719 -16.61132813 +1489583516.39400010 +12292
+35.99560547 +17.56054688 +10.90283203 +92.98828125 +3.40576172 -17.07275391 +1489583516.39879990 +12196
+35.99560547 +17.52978516 +10.92919922 +93.29589844 +3.64746094 -17.51220703 +1489583516.40370010 +12104
+35.99560547 +17.46826172 +10.93359375 +93.60351563 +3.91113281 -17.92968750 +1489583516.40850000 +12012
+35.99560547 +17.43750000 +10.92919922 +93.93310547 +4.19677734 -18.30322266 +1489583516.41339990 +11924
+35.99560547 +17.41992188 +10.85888672 +94.30664063 +4.52636719 -18.54492188 +1489583516.41829990 +11836
+35.99560547 +17.41992188 +10.74023438 +94.72412109 +4.92187500 -18.76464844 +1489583516.42310000 +11752
+35.99560547 +17.43750000 +10.59960938 +95.18554688 +5.29541016 -18.89648438 +1489583516.42800000 +11668
+35.99560547 +17.45947266 +10.45019531 +95.58105469 +5.71289063 -18.98437500 +1489583516.43290000 +11576
+35.99560547 +17.51220703 +10.27880859 +96.10839844 +6.24023438 -19.07226563 +1489583516.43770000 +11480
+35.99560547 +17.60009766 +10.11621094 +96.67968750 +6.78955078 -19.18212891 +1489583516.44260000 +11380
+35.99560547 +17.70117188 +9.99316406 +97.31689453 +7.29492188 -19.37988281 +1489583516.44750000 +11276
+35.99560547 +17.83740234 +9.87890625 +98.10791016 +7.84423828 -19.59960938 +1489583516.45230010 +11180
+35.99560547 +17.91650391 +9.77343750 +98.76708984 +8.34960938 -19.77539063 +1489583516.45720010 +11084
+35.99560547 +17.96484375 +9.72070313 +99.38232422 +8.78906250 -20.01708984 +1489583516.46210000 +10996
+35.99560547 +18.00878906 +9.69873047 +100.01953125 +9.18457031 -20.34667969 +1489583516.46690010 +10908
+35.99560547 +18.00439453 +9.68994141 +100.54687500 +9.51416016 -20.67626953 +1489583516.47180010 +10824
+35.99560547 +17.96923828 +9.67236328 +101.05224609 +9.82177734 -20.96191406 +1489583516.47670010 +10740
+35.99560547 +17.94287109 +9.65917969 +101.60156250 +10.15136719 -21.26953125 +1489583516.48149990 +10656
+35.99560547 +17.90771484 +9.65039063 +102.12890625 +10.48095703 -21.57714844 +1489583516.48639990 +10568
+35.99560547 +17.87255859 +9.60205078 +102.61230469 +10.83251953 -21.79687500 +1489583516.49120000 +10472
+35.99560547 +17.81542969 +9.52734375 +103.09570313 +11.22802734 -21.99462891 +1489583516.49609990 +10376
+35.99560547 +17.76269531 +9.45263672 +103.55712891 +11.66748047 -22.19238281 +1489583516.50099990 +10272
+35.99560547 +17.70996094 +9.36474609 +103.99658203 +12.10693359 -22.36816406 +1489583516.50580000 +10172
+35.99560547 +17.66601563 +9.26367188 +104.50195313 +12.59033203 -22.54394531 +1489583516.51070000 +10068
+35.99560547 +17.66601563 +9.16259766 +105.07324219 +13.07373047 -22.69775391 +1489583516.51560000 +9964
+35.99560547 +17.67480469 +9.03515625 +105.71044922 +13.51318359 -22.78564453 +1489583516.52040000 +9864
+35.99560547 +17.73193359 +8.91210938 +106.47949219 +13.95263672 -22.91748047 +1489583516.52530000 +9768
+35.99560547 +17.76708984 +8.79345703 +107.18261719 +14.32617188 -23.04931641 +1489583516.53020000 +9676
+35.99560547 +17.78906250 +8.77148438 +107.79785156 +14.69970703 -23.33496094 +1489583516.53500010 +9580
+35.99560547 +17.85937500 +8.78906250 +108.56689453 +15.09521484 -23.70849609 +1489583516.53990010 +9488
+35.99560547 +17.90332031 +8.81982422 +109.27001953 +15.51269531 -24.12597656 +1489583516.54480000 +9392
+35.99560547 +17.93847656 +8.86816406 +109.90722656 +15.95214844 -24.54345703 +1489583516.54959990 +9304
+35.99560547 +17.94726563 +8.92089844 +110.47851563 +16.36962891 -25.00488281 +1489583516.55450010 +9216
+35.99560547 +17.89892578 +8.96484375 +110.93994141 +16.78710938 -25.44433594 +1489583516.55940010 +9128
+35.99560547 +17.83740234 +8.96923828 +111.42333984 +17.13867188 -25.79589844 +1489583516.56419990 +9044
+35.99560547 +17.78027344 +8.96923828 +111.99462891 +17.51220703 -26.19140625 +1489583516.56909990 +8968
+35.99560547 +17.73632813 +8.96923828 +112.52197266 +17.88574219 -26.54296875 +1489583516.57390000 +8892
+35.99560547 +17.69238281 +8.92968750 +113.07128906 +18.21533203 -26.82861328 +1489583516.57880000 +8824
+35.99560547 +17.67041016 +8.89013672 +113.70849609 +18.61083984 -27.11425781 +1489583516.58369990 +8756
+35.99560547 +17.69677734 +8.84619141 +114.38964844 +18.98437500 -27.37792969 +1489583516.58850000 +8696
+35.99560547 +17.72314453 +8.78027344 +115.07080078 +19.37988281 -27.57568359 +1489583516.59340000 +8636
+35.99560547 +17.76269531 +8.74072266 +115.75195313 +19.77539063 -27.88330078 +1489583516.59830000 +8576
+35.99560547 +17.76708984 +8.69677734 +116.36718750 +20.19287109 -28.16894531 +1489583516.60310010 +8512
+35.99560547 +17.75390625 +8.74072266 +116.91650391 +20.56640625 -28.63037109 +1489583516.60800000 +8452
+35.99560547 +17.77587891 +8.79785156 +117.57568359 +20.98388672 -29.09179688 +1489583516.61290000 +8396
+35.99560547 +17.77587891 +8.85498047 +118.16894531 +21.37939453 -29.55322266 +1489583516.61770010 +8336
+35.99560547 +17.77148438 +8.91650391 +118.78417969 +21.73095703 -30.01464844 +1489583516.62260010 +8284
+35.99560547 +17.75390625 +8.98681641 +119.35546875 +22.03857422 -30.54199219 +1489583516.62750010 +8236
+35.99560547 +17.63525391 +9.04833984 +119.75097656 +22.28027344 -31.02539063 +1489583516.63229990 +8188
+35.99560547 +17.50781250 +9.08789063 +120.10253906 +22.52197266 -31.46484375 +1489583516.63720010 +8140
+35.99560547 +17.40234375 +9.14062500 +120.52001953 +22.78564453 -31.94824219 +1489583516.64210010 +8092
+35.99560547 +17.31445313 +9.19775391 +120.95947266 +23.09326172 -32.45361328 +1489583516.64689990 +8048
+35.99560547 +17.23095703 +9.20214844 +121.42089844 +23.37890625 -32.84912109 +1489583516.65179990 +8008
+35.99560547 +17.15625000 +9.20654297 +121.92626953 +23.68652344 -33.24462891 +1489583516.65669990 +7972
+35.99560547 +17.11230469 +9.20214844 +122.47558594 +24.03808594 -33.59619141 +1489583516.66150000 +7940
+35.99560547 +17.06396484 +9.18896484 +123.04687500 +24.36767578 -33.94775391 +1489583516.66640000 +7912
+35.99560547 +17.04199219 +9.18896484 +123.66210938 +24.71923828 -34.34326172 +1489583516.67120000 +7892
+35.99560547 +17.00244141 +9.18457031 +124.25537109 +25.02685547 -34.71679688 +1489583516.67610000 +7876
+35.99560547 +16.94970703 +9.21533203 +124.80468750 +25.31250000 -35.15625000 +1489583516.68100000 +7868
+35.99560547 +16.92333984 +9.26806641 +125.37597656 +25.62011719 -35.68359375 +1489583516.68580010 +7872
+35.99560547 +16.87939453 +9.32080078 +125.92529297 +25.90576172 -36.18896484 +1489583516.69070010 +7880
+35.99560547 +16.83105469 +9.37792969 +126.43066406 +26.16943359 -36.71630859 +1489583516.69560000 +7900
+35.99560547 +16.80468750 +9.46142578 +126.97998047 +26.47705078 -37.30957031 +1489583516.70040010 +7928
+35.99560547 +16.72119141 +9.54052734 +127.41943359 +26.78466797 -37.92480469 +1489583516.70530010 +7964
+35.99560547 +16.62890625 +9.62402344 +127.81494141 +27.09228516 -38.51806641 +1489583516.71020010 +8004
+35.99560547 +16.54101563 +9.71630859 +128.23242188 +27.44384766 -39.17724609 +1489583516.71499990 +8048
+35.99560547 +16.44433594 +9.80419922 +128.60595703 +27.79541016 -39.79248047 +1489583516.71989990 +8096
+35.99560547 +16.34326172 +9.83935547 +129.02343750 +28.08105469 -40.34179688 +1489583516.72480010 +8152
+35.99560547 +16.24218750 +9.87890625 +129.44091797 +28.38867188 -40.91308594 +1489583516.72960000 +8212
+35.99560547 +16.15429688 +9.91406250 +129.83642578 +28.69628906 -41.46240234 +1489583516.73449990 +8276
